DriveType	DriveSerialNumber	VolumeLabel	LocalPath	NetworkPath	RelativePath	AppIdCode	AppIdName	BaseName	FileExt	DLE_EntryNum	DLE_BirthDroidVolId	DLE_BirthDroidFileId	DLE_DroidVolId	DLE_DroidFileId	DLE_LastModificationDatetime	DLE_Hostname	DLE_Path	CreationDateTime	ModificationDateTime	AccessDateTime	Codepage	CmdArgs	Description	EnvVarLoc	Flags	FileSize	IconLoc	ParentLongName	ParentEntryNum	ParentSeqNum	WorkingDir	Source	LnkTrgData
DRIVE_FIXED;	7e58-aab0	Windows8_OS	C:\Program Files (x86)\iTunes\iTunes.exe			83b03b46dcd30a0e	iTunes 9.0.0.70 / 9.2.1.5 / 10.4.1.10 (begin custom 'Tasks' JL capability)	iTunes.exe	exe									10/01/2013 06:23:14.000000	10/01/2013 06:23:14.000000	10/05/2013 20:35:36.709993	cp1252	/ShuffleMusic			Archive;	9789256	%ProgramFiles%\iTunes\iTunes.exe	iTunes	8341	11		F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\27905.Donald.83b03b46dcd30a0e.customDestinations-ms	{'DistinctTypesHex': '0x32L;0x2fL;0x1fL;0x31L', 'ParentSeqNum': 11, 'ParentRefStr': '8341-11', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'PROGRA~2', 'Location': None, 'Comments': None, 'ModificationTime': '10/17/2013 20:57:08.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'Program Files (x86)', 'ExtentionBlockSize': 128L, 'LocalizedName': u'@shell32.dll,-21817', 'SeqNum': 3, 'EntryNum': 200140, 'FileReferenceInt': 844424930332108L, 'AccessTime': '10/17/2013 20:57:08.000000', 'CreationTime': '08/22/2013 13:36:16.000000', 'Signature': '0xbeef0004L', 'RefNum': '200140-3'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'iTunes', 'Location': None, 'Comments': None, 'ModificationTime': '10/05/2013 20:35:52.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'iTunes', 'ExtentionBlockSize': 62L, 'LocalizedName': None, 'SeqNum': 11, 'EntryNum': 8341, 'FileReferenceInt': 3096224743825557L, 'AccessTime': '10/05/2013 20:35:52.000000', 'CreationTime': '10/05/2013 20:35:36.000000', 'Signature': '0xbeef0004L', 'RefNum': '8341-11'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x32L', 'Identifier': None, 'Name': u'iTunes.exe', 'Location': None, 'Comments': None, 'ModificationTime': '10/01/2013 06:23:14.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 9789256L, 'ExtentionBlocks': [{'LongName': u'iTunes.exe', 'ExtentionBlockSize': 70L, 'LocalizedName': None, 'SeqNum': 283, 'EntryNum': 9600, 'FileReferenceInt': 79657418409125248L, 'AccessTime': '10/05/2013 20:35:38.000000', 'CreationTime': '10/01/2013 06:23:14.000000', 'Signature': '0xbeef0004L', 'RefNum': '9600-283'}]}], 'Volume': [{'ShellFolderId': u'00000000-0000-0000-0000-000000000000', 'ShellItemTypeHex': '0x2fL', 'Identifier': u'00000000-0000-0000-0000-000000000000', 'Name': u'C:\\', 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'volume', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}], 'ParentLongName': u'iTunes', 'ParentEntryNum': 8341, 'DistinctTypesStr': 'volume;root_folder;file_entry', 'ExtentionListing': '0xbeef0004L;0xbeef0004L;0xbeef0004L', 'ItemCount': 6, 'RootFolder': [{'ShellFolderId': u'20d04fe0-3aea-1069-a2d8-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
DRIVE_FIXED;	7e58-aab0	Windows8_OS	C:\Program Files (x86)\Skype\Phone\Skype.exe			521a29e5d22c13b4	Skype 1.4.0.84 / 2.5.0.154 / 3.8.0.139 / 4.2.0.187 / Skype 5.3.0.120 / 5.5.0.115 / 5.5.32.117	Skype.exe	exe									07/25/2013 12:58:22.000000	07/25/2013 12:58:22.000000	08/31/2013 20:34:03.599720	cp1252	/pid:5284 /signout			Read-Only;Archive;	20684656	%ProgramFiles%\Skype\Phone\Skype.exe	Phone	150153	11		F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\3025.Donald.521a29e5d22c13b4.customDestinations-ms	{'DistinctTypesHex': '0x32L;0x2fL;0x1fL;0x31L', 'ParentSeqNum': 11, 'ParentRefStr': '150153-11', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'PROGRA~2', 'Location': None, 'Comments': None, 'ModificationTime': '10/19/2013 20:05:50.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'Program Files (x86)', 'ExtentionBlockSize': 128L, 'LocalizedName': u'@shell32.dll,-21817', 'SeqNum': 3, 'EntryNum': 200140, 'FileReferenceInt': 844424930332108L, 'AccessTime': '10/19/2013 20:05:50.000000', 'CreationTime': '08/22/2013 13:36:16.000000', 'Signature': '0xbeef0004L', 'RefNum': '200140-3'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'Skype', 'Location': None, 'Comments': None, 'ModificationTime': '10/10/2013 07:47:04.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'Skype', 'ExtentionBlockSize': 60L, 'LocalizedName': None, 'SeqNum': 11, 'EntryNum': 150152, 'FileReferenceInt': 3096224743967368L, 'AccessTime': '10/10/2013 07:47:04.000000', 'CreationTime': '08/31/2013 20:34:04.000000', 'Signature': '0xbeef0004L', 'RefNum': '150152-11'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'Phone', 'Location': None, 'Comments': None, 'ModificationTime': '08/31/2013 20:34:04.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'Phone', 'ExtentionBlockSize': 60L, 'LocalizedName': None, 'SeqNum': 11, 'EntryNum': 150153, 'FileReferenceInt': 3096224743967369L, 'AccessTime': '08/31/2013 20:34:04.000000', 'CreationTime': '08/31/2013 20:34:04.000000', 'Signature': '0xbeef0004L', 'RefNum': '150153-11'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x32L', 'Identifier': None, 'Name': u'Skype.exe', 'Location': None, 'Comments': None, 'ModificationTime': '07/25/2013 12:58:22.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 20684656L, 'ExtentionBlocks': [{'LongName': u'Skype.exe', 'ExtentionBlockSize': 68L, 'LocalizedName': None, 'SeqNum': 11, 'EntryNum': 150154, 'FileReferenceInt': 3096224743967370L, 'AccessTime': '08/31/2013 20:34:04.000000', 'CreationTime': '07/25/2013 12:58:22.000000', 'Signature': '0xbeef0004L', 'RefNum': '150154-11'}]}], 'Volume': [{'ShellFolderId': u'00000000-0000-0000-0000-000000000000', 'ShellItemTypeHex': '0x2fL', 'Identifier': u'00000000-0000-0000-0000-000000000000', 'Name': u'C:\\', 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'volume', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}], 'ParentLongName': u'Phone', 'ParentEntryNum': 150153, 'DistinctTypesStr': 'volume;root_folder;file_entry', 'ExtentionListing': '0xbeef0004L;0xbeef0004L;0xbeef0004L;0xbeef0004L', 'ItemCount': 7, 'RootFolder': [{'ShellFolderId': u'20d04fe0-3aea-1069-a2d8-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
DRIVE_FIXED;	7e58-aab0	Windows8_OS	C:\Program Files (x86)\Skype\Phone\Skype.exe			521a29e5d22c13b4	Skype 1.4.0.84 / 2.5.0.154 / 3.8.0.139 / 4.2.0.187 / Skype 5.3.0.120 / 5.5.0.115 / 5.5.32.117	Skype.exe	exe									07/25/2013 12:58:22.000000	07/25/2013 12:58:22.000000	08/31/2013 20:34:03.599720	cp1252	/pid:5284 /shutdown			Read-Only;Archive;	20684656		Phone	150153	11		F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\3025.Donald.521a29e5d22c13b4.customDestinations-ms	{'DistinctTypesHex': '0x32L;0x2fL;0x1fL;0x31L', 'ParentSeqNum': 11, 'ParentRefStr': '150153-11', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'PROGRA~2', 'Location': None, 'Comments': None, 'ModificationTime': '10/19/2013 20:05:50.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'Program Files (x86)', 'ExtentionBlockSize': 128L, 'LocalizedName': u'@shell32.dll,-21817', 'SeqNum': 3, 'EntryNum': 200140, 'FileReferenceInt': 844424930332108L, 'AccessTime': '10/19/2013 20:05:50.000000', 'CreationTime': '08/22/2013 13:36:16.000000', 'Signature': '0xbeef0004L', 'RefNum': '200140-3'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'Skype', 'Location': None, 'Comments': None, 'ModificationTime': '10/10/2013 07:47:04.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'Skype', 'ExtentionBlockSize': 60L, 'LocalizedName': None, 'SeqNum': 11, 'EntryNum': 150152, 'FileReferenceInt': 3096224743967368L, 'AccessTime': '10/10/2013 07:47:04.000000', 'CreationTime': '08/31/2013 20:34:04.000000', 'Signature': '0xbeef0004L', 'RefNum': '150152-11'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'Phone', 'Location': None, 'Comments': None, 'ModificationTime': '08/31/2013 20:34:04.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'Phone', 'ExtentionBlockSize': 60L, 'LocalizedName': None, 'SeqNum': 11, 'EntryNum': 150153, 'FileReferenceInt': 3096224743967369L, 'AccessTime': '08/31/2013 20:34:04.000000', 'CreationTime': '08/31/2013 20:34:04.000000', 'Signature': '0xbeef0004L', 'RefNum': '150153-11'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x32L', 'Identifier': None, 'Name': u'Skype.exe', 'Location': None, 'Comments': None, 'ModificationTime': '07/25/2013 12:58:22.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 20684656L, 'ExtentionBlocks': [{'LongName': u'Skype.exe', 'ExtentionBlockSize': 68L, 'LocalizedName': None, 'SeqNum': 11, 'EntryNum': 150154, 'FileReferenceInt': 3096224743967370L, 'AccessTime': '08/31/2013 20:34:04.000000', 'CreationTime': '07/25/2013 12:58:22.000000', 'Signature': '0xbeef0004L', 'RefNum': '150154-11'}]}], 'Volume': [{'ShellFolderId': u'00000000-0000-0000-0000-000000000000', 'ShellItemTypeHex': '0x2fL', 'Identifier': u'00000000-0000-0000-0000-000000000000', 'Name': u'C:\\', 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'volume', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}], 'ParentLongName': u'Phone', 'ParentEntryNum': 150153, 'DistinctTypesStr': 'volume;root_folder;file_entry', 'ExtentionListing': '0xbeef0004L;0xbeef0004L;0xbeef0004L;0xbeef0004L', 'ItemCount': 7, 'RootFolder': [{'ShellFolderId': u'20d04fe0-3aea-1069-a2d8-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
DRIVE_UNKNOWN;	0000-0000			\\VALHALLA\USERS\Public\Documents\Lean startup\Successfully-Apply-Lean-Start-Up-Principles-to-University-Spinouts-PM399.ppt		d00655d2aa12ff6d		Successfully-Apply-Lean-Start-Up-Principles-to-University-Spinouts-PM399.ppt	ppt	3	1e389934d79236429fc979e377f2430a	8e973a5b8b39e311be82000af7048353	1e389934d79236429fc979e377f2430a	8e973a5b8b39e311be82000af7048353	10/21/2013 19:53:38.409705	valhalla	\\VALHALLA\Users\Public\Documents\Lean startup\Successfully-Apply-Lean-Start-Up-Principles-to-University-Spinouts-PM399.ppt	10/21/2013 19:47:24.902387	10/21/2013 19:47:27.830156	10/21/2013 19:47:24.902387	cp1252			\\VALHALLA\Users\Public\Documents\Lean startup\Successfully-Apply-Lean-Start-Up-Principles-to-University-Spinouts-PM399.ppt	Archive;	2851840						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\4239.Donald.d00655d2aa12ff6d.automaticDestinations-ms	
DRIVE_UNKNOWN;	0000-0000			\\VALHALLA\USERS\Public\Documents\Lean startup\Lean Startups & IP.pptx		d00655d2aa12ff6d		Lean Startups & IP.pptx	pptx	2	1e389934d79236429fc979e377f2430a	8d973a5b8b39e311be82000af7048353	1e389934d79236429fc979e377f2430a	8d973a5b8b39e311be82000af7048353	10/21/2013 19:53:28.131286	valhalla	\\VALHALLA\Users\Public\Documents\Lean startup\Lean Startups & IP.pptx	10/21/2013 19:47:23.512954	10/21/2013 19:47:24.104000	10/21/2013 19:47:23.512954	cp1252			\\VALHALLA\Users\Public\Documents\Lean startup\Lean Startups & IP.pptx	Archive;	185978						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\4239.Donald.d00655d2aa12ff6d.automaticDestinations-ms	
DRIVE_UNKNOWN;	0000-0000			\\VALHALLA\USERS\Public\Documents\Lean startup\Lean Startup.pptx		d00655d2aa12ff6d		Lean Startup.pptx	pptx	1	1e389934d79236429fc979e377f2430a	8a973a5b8b39e311be82000af7048353	1e389934d79236429fc979e377f2430a	8a973a5b8b39e311be82000af7048353	10/21/2013 19:53:01.534456	valhalla	\\VALHALLA\Users\Public\Documents\Lean startup\Lean Startup.pptx	10/21/2013 19:47:06.659935	10/21/2013 19:47:23.491690	10/21/2013 19:47:06.659935	cp1252			\\VALHALLA\Users\Public\Documents\Lean startup\Lean Startup.pptx	Archive;	5397212						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\4239.Donald.d00655d2aa12ff6d.automaticDestinations-ms	
DRIVE_FIXED;	7e58-aab0	Windows8_OS	C:\Program Files\CCleaner\CCleaner64.exe			ccc0fa1b9f86f7b3		CCleaner64.exe	exe									09/19/2013 16:01:46.000000	09/19/2013 16:01:46.000000	10/13/2013 09:39:11.425297	cp1252	/AUTO			Archive;	5470488	%ProgramFiles%\CCleaner\CCleaner64.exe	CCleaner	22130	3		F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\48072.Donald.ccc0fa1b9f86f7b3.customDestinations-ms	{'DistinctTypesHex': '0x32L;0x2fL;0x1fL;0x31L', 'ParentSeqNum': 3, 'ParentRefStr': '22130-3', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'PROGRA~1', 'Location': None, 'Comments': None, 'ModificationTime': '10/18/2013 00:28:36.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'Program Files', 'ExtentionBlockSize': 116L, 'LocalizedName': u'@shell32.dll,-21781', 'SeqNum': 6, 'EntryNum': 197634, 'FileReferenceInt': 1688849860461570L, 'AccessTime': '10/18/2013 00:28:36.000000', 'CreationTime': '08/22/2013 13:36:16.000000', 'Signature': '0xbeef0004L', 'RefNum': '197634-6'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'CCleaner', 'Location': None, 'Comments': None, 'ModificationTime': '10/13/2013 09:39:12.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'CCleaner', 'ExtentionBlockSize': 66L, 'LocalizedName': None, 'SeqNum': 3, 'EntryNum': 22130, 'FileReferenceInt': 844424930154098L, 'AccessTime': '10/13/2013 09:39:12.000000', 'CreationTime': '10/13/2013 09:39:12.000000', 'Signature': '0xbeef0004L', 'RefNum': '22130-3'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x32L', 'Identifier': None, 'Name': u'CCLEAN~1.EXE', 'Location': None, 'Comments': None, 'ModificationTime': '09/19/2013 16:01:46.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 5470488L, 'ExtentionBlocks': [{'LongName': u'CCleaner64.exe', 'ExtentionBlockSize': 78L, 'LocalizedName': None, 'SeqNum': 3, 'EntryNum': 22134, 'FileReferenceInt': 844424930154102L, 'AccessTime': '10/13/2013 09:39:12.000000', 'CreationTime': '09/19/2013 16:01:46.000000', 'Signature': '0xbeef0004L', 'RefNum': '22134-3'}]}], 'Volume': [{'ShellFolderId': u'00000000-0000-0000-0000-000000000000', 'ShellItemTypeHex': '0x2fL', 'Identifier': u'00000000-0000-0000-0000-000000000000', 'Name': u'C:\\', 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'volume', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}], 'ParentLongName': u'CCleaner', 'ParentEntryNum': 22130, 'DistinctTypesStr': 'volume;root_folder;file_entry', 'ExtentionListing': '0xbeef0004L;0xbeef0004L;0xbeef0004L', 'ItemCount': 6, 'RootFolder': [{'ShellFolderId': u'20d04fe0-3aea-1069-a2d8-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						ccc0fa1b9f86f7b3												1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\48072.Donald.ccc0fa1b9f86f7b3.customDestinations-ms	
DRIVE_FIXED;	7e58-aab0	Windows8_OS	C:\Program Files\CCleaner\CCleaner64.exe			ccc0fa1b9f86f7b3		CCleaner64.exe	exe									09/19/2013 16:01:46.000000	09/19/2013 16:01:46.000000	10/13/2013 09:39:11.425297	cp1252	/CLEANER			Archive;	5470488	%ProgramFiles%\CCleaner\CCleaner64.exe	CCleaner	22130	3		F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\48072.Donald.ccc0fa1b9f86f7b3.customDestinations-ms	{'DistinctTypesHex': '0x32L;0x2fL;0x1fL;0x31L', 'ParentSeqNum': 3, 'ParentRefStr': '22130-3', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'PROGRA~1', 'Location': None, 'Comments': None, 'ModificationTime': '10/18/2013 00:28:36.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'Program Files', 'ExtentionBlockSize': 116L, 'LocalizedName': u'@shell32.dll,-21781', 'SeqNum': 6, 'EntryNum': 197634, 'FileReferenceInt': 1688849860461570L, 'AccessTime': '10/18/2013 00:28:36.000000', 'CreationTime': '08/22/2013 13:36:16.000000', 'Signature': '0xbeef0004L', 'RefNum': '197634-6'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'CCleaner', 'Location': None, 'Comments': None, 'ModificationTime': '10/13/2013 09:39:12.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'CCleaner', 'ExtentionBlockSize': 66L, 'LocalizedName': None, 'SeqNum': 3, 'EntryNum': 22130, 'FileReferenceInt': 844424930154098L, 'AccessTime': '10/13/2013 09:39:12.000000', 'CreationTime': '10/13/2013 09:39:12.000000', 'Signature': '0xbeef0004L', 'RefNum': '22130-3'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x32L', 'Identifier': None, 'Name': u'CCLEAN~1.EXE', 'Location': None, 'Comments': None, 'ModificationTime': '09/19/2013 16:01:46.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 5470488L, 'ExtentionBlocks': [{'LongName': u'CCleaner64.exe', 'ExtentionBlockSize': 78L, 'LocalizedName': None, 'SeqNum': 3, 'EntryNum': 22134, 'FileReferenceInt': 844424930154102L, 'AccessTime': '10/13/2013 09:39:12.000000', 'CreationTime': '09/19/2013 16:01:46.000000', 'Signature': '0xbeef0004L', 'RefNum': '22134-3'}]}], 'Volume': [{'ShellFolderId': u'00000000-0000-0000-0000-000000000000', 'ShellItemTypeHex': '0x2fL', 'Identifier': u'00000000-0000-0000-0000-000000000000', 'Name': u'C:\\', 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'volume', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}], 'ParentLongName': u'CCleaner', 'ParentEntryNum': 22130, 'DistinctTypesStr': 'volume;root_folder;file_entry', 'ExtentionListing': '0xbeef0004L;0xbeef0004L;0xbeef0004L', 'ItemCount': 6, 'RootFolder': [{'ShellFolderId': u'20d04fe0-3aea-1069-a2d8-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
DRIVE_FIXED;	7e58-aab0	Windows8_OS	C:\Program Files\CCleaner\CCleaner64.exe			ccc0fa1b9f86f7b3		CCleaner64.exe	exe									09/19/2013 16:01:46.000000	09/19/2013 16:01:46.000000	10/13/2013 09:39:11.425297	cp1252	/REGISTRY			Archive;	5470488	%ProgramFiles%\CCleaner\CCleaner64.exe	CCleaner	22130	3		F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\48072.Donald.ccc0fa1b9f86f7b3.customDestinations-ms	{'DistinctTypesHex': '0x32L;0x2fL;0x1fL;0x31L', 'ParentSeqNum': 3, 'ParentRefStr': '22130-3', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'PROGRA~1', 'Location': None, 'Comments': None, 'ModificationTime': '10/18/2013 00:28:36.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'Program Files', 'ExtentionBlockSize': 116L, 'LocalizedName': u'@shell32.dll,-21781', 'SeqNum': 6, 'EntryNum': 197634, 'FileReferenceInt': 1688849860461570L, 'AccessTime': '10/18/2013 00:28:36.000000', 'CreationTime': '08/22/2013 13:36:16.000000', 'Signature': '0xbeef0004L', 'RefNum': '197634-6'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x31L', 'Identifier': None, 'Name': u'CCleaner', 'Location': None, 'Comments': None, 'ModificationTime': '10/13/2013 09:39:12.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 0L, 'ExtentionBlocks': [{'LongName': u'CCleaner', 'ExtentionBlockSize': 66L, 'LocalizedName': None, 'SeqNum': 3, 'EntryNum': 22130, 'FileReferenceInt': 844424930154098L, 'AccessTime': '10/13/2013 09:39:12.000000', 'CreationTime': '10/13/2013 09:39:12.000000', 'Signature': '0xbeef0004L', 'RefNum': '22130-3'}]}, {'ShellFolderId': None, 'ShellItemTypeHex': '0x32L', 'Identifier': None, 'Name': u'CCLEAN~1.EXE', 'Location': None, 'Comments': None, 'ModificationTime': '09/19/2013 16:01:46.000000', 'ShellItemTypeStr': 'file_entry', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': 5470488L, 'ExtentionBlocks': [{'LongName': u'CCleaner64.exe', 'ExtentionBlockSize': 78L, 'LocalizedName': None, 'SeqNum': 3, 'EntryNum': 22134, 'FileReferenceInt': 844424930154102L, 'AccessTime': '10/13/2013 09:39:12.000000', 'CreationTime': '09/19/2013 16:01:46.000000', 'Signature': '0xbeef0004L', 'RefNum': '22134-3'}]}], 'Volume': [{'ShellFolderId': u'00000000-0000-0000-0000-000000000000', 'ShellItemTypeHex': '0x2fL', 'Identifier': u'00000000-0000-0000-0000-000000000000', 'Name': u'C:\\', 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'volume', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}], 'ParentLongName': u'CCleaner', 'ParentEntryNum': 22130, 'DistinctTypesStr': 'volume;root_folder;file_entry', 'ExtentionListing': '0xbeef0004L;0xbeef0004L;0xbeef0004L', 'ItemCount': 6, 'RootFolder': [{'ShellFolderId': u'20d04fe0-3aea-1069-a2d8-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
